|||||||B3LYP|B3LYP|B3LYP|PBE|PBE|PBE|PB86|PB87|PB88|M06|M07|M08
262|Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3c3cc4c(cc23)c2sc(c3cccc5nsnc35)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1|Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3cccc5nsnc53)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1|InChI=1S/C50H36N2S3/c1-29-8-16-33(17-9-29)49(34-18-10-30(2)11-19-34)40-24-25-53-47(40)38-26-42-39(27-41(38)49)48-43(28-45(54-48)37-6-5-7-44-46(37)52-55-51-44)50(42,35-20-12-31(3)13-21-35)36-22-14-32(4)15-23-36/h5-28H,1-4H3|10.1039/c0cc01087a,VYOLWDRUZOVKDF-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.36,-3.52,1.84,nan,6.41,0.85,11.2,67.2|Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3cccc5nsnc53)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1|3|-0.188|-0.098|0.09|-0.197|-0.097|0.1|-0.172|-0.119667|0.0523333|-0.228333|-0.072|0.156333
263|C[Si]1(C)c2cc(c3cnc(c4cc5ccccc5s4)c4nsnc34)sc2c2sc(c3cnc(c4cc5ccccc5s4)c4nsnc34)cc12|C[Si]1(C)c2cc(-c3cnc(-c4cc5ccccc5s4)c4nsnc43)sc2-c2sc(-c3cnc(-c4cc5ccccc5s4)c4nsnc43)cc21|InChI=1S/C36H20N6S6Si/c1-49(2)27-13-23(19-15-37-31(33-29(19)39-47-41-33)25-11-17-7-3-5-9-21(17)43-25)45-35(27)36-28(49)14-24(46-36)20-16-38-32(34-30(20)40-48-42-34)26-12-18-8-4-6-10-22(18)44-26/h3-16H,1-2H3|10.1039/C1JM11963J,XINVOFNHZGYDLG-UHFFFAOYSA-N,molecule,bulk,PC71BM,-5.25,-3.55,1.7,1.64,nan,nan,nan,nan|C[Si]1(C)c2cc(-c3cnc(-c4cc5ccccc5s4)c4nsnc43)sc2-c2sc(-c3cnc(-c4cc5ccccc5s4)c4nsnc43)cc21|17|-0.189294|-0.124059|0.0652353|-0.198412|-0.124412|0.074|-0.177294|-0.143412|0.0338824|-0.227294|-0.102059|0.125235
264|Cc1csc(c2ccc(c3c4c(=O)n(C)c(c5ccc(c6cc(C)cs6)s5)c4c(=O)n3C)s2)c1|Cc1csc(-c2ccc(C3=C4C(=O)N(C)C(c5ccc(-c6cc(C)cs6)s5)=C4C(=O)N3C)s2)c1|InChI=1S/C26H20N2O2S4/c1-13-9-19(31-11-13)15-5-7-17(33-15)23-21-22(26(30)27(23)3)24(28(4)25(21)29)18-8-6-16(34-18)20-10-14(2)12-32-20/h5-12H,1-4H3|10.1039/C1EE01072G,YVMANOBWZQKSOU-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.1,-3.4,1.7,1.4,4.0,0.61,11.3,58.0|Cc1csc(-c2ccc(C3=C4C(=O)N(C)C(c5ccc(-c6cc(C)cs6)s5)=C4C(=O)N3C)s2)c1|16|-0.178812|-0.104313|0.0745|-0.187062|-0.104125|0.0829375|-0.163|-0.121437|0.0415625|-0.217125|-0.08425|0.132875
265|COc1c2ccsc2c(OC)c2cc(c3ccc(c4c5nonc5c(c5cccs5)c(OC)c4OC)s3)sc12|COc1c2ccsc2c(OC)c2cc(-c3ccc(-c4c5nonc5c(-c5cccs5)c(OC)c4OC)s3)sc21|InChI=1S/C28H20N2O5S4/c1-31-23-13-9-11-37-27(13)24(32-2)14-12-18(39-28(14)23)15-7-8-17(38-15)20-22-21(29-35-30-22)19(16-6-5-10-36-16)25(33-3)26(20)34-4/h5-12H,1-4H3|10.1039/c1cc12040a,DILVMYXDVVKLRR-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.27,-3.16,2.11,1.74,5.7,0.86,10.4,64.4|COc1c2ccsc2c(OC)c2cc(-c3ccc(-c4c5nonc5c(-c5cccs5)c(OC)c4OC)s3)sc21|17|-0.188471|-0.105647|0.0828235|-0.197824|-0.104765|0.0930588|-0.170824|-0.124647|0.0461765|-0.229471|-0.0825294|0.146941
266|N#CC(=Cc1ccc(c2ccc(N(c3ccc(c4ccc(C=Cc5cccs5)s4)cc3)c3ccc(c4ccc(C=C(C#N)C#N)s4)cc3)cc2)s1)C#N|N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=Cc5cccs5)s4)cc3)c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)cc2)s1|InChI=1S/C44H25N5S4/c45-26-30(27-46)24-40-18-21-43(52-40)33-5-11-36(12-6-33)49(37-13-7-34(8-14-37)44-22-19-41(53-44)25-31(28-47)29-48)35-9-3-32(4-10-35)42-20-17-39(51-42)16-15-38-2-1-23-50-38/h1-25H/b16-15+|10.1021/ja058178e,TYQGFNYYJCGQNN-FOCLMDBBSA-N,molecule,bilayer,PC61BM,nan,nan,nan,nan,1.17,0.89,3.65,36.0|N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=Cc5cccs5)s4)cc3)c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)cc2)s1|14|-0.199429|-0.124643|0.0747857|-0.208429|-0.124|0.0844286|-0.185|-0.145|0.04|-0.238643|-0.1|0.138643
267|CC1(C)c2ccsc2c2sc(c3cccc4nsnc34)cc12|CC1(C)c2ccsc2-c2sc(-c3cccc4nsnc43)cc21|InChI=1S/C17H12N2S3/c1-17(2)10-6-7-20-15(10)16-11(17)8-13(21-16)9-4-3-5-12-14(9)19-22-18-12/h3-8H,1-2H3|10.1038/ncomms2411,OYDUUJTZFHWCRG-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.15,-3.56,1.62,1.365,3.4,0.62,11.0,50.0|CC1(C)c2ccsc2-c2sc(-c3cccc4nsnc43)cc21|1|-0.192|-0.099|0.093|-0.201|-0.098|0.103|-0.175|-0.12|0.055|-0.233|-0.073|0.16
268|COc1ccc(c2nc3c(c4cccs4)ccc(c4ccc(c5ccc6c(c5)C(C)(C)c5ccccc65)s4)c3nc2c2ccc(OC)cc2)cc1|COc1ccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)c3nc2-c2ccc(OC)cc2)cc1|InChI=1S/C45H34N2O2S2/c1-45(2)36-9-6-5-8-32(36)33-20-15-29(26-37(33)45)38-23-24-40(51-38)35-22-21-34(39-10-7-25-50-39)43-44(35)47-42(28-13-18-31(49-4)19-14-28)41(46-43)27-11-16-30(48-3)17-12-27/h5-26H,1-4H3|10.1021/ar900061z,QGCSOXOVJLAGMH-UHFFFAOYSA-N,polymer,bulk,PC61BM,nan,nan,nan,nan,2.7,0.9,4.27,70.0|COc1ccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)c3nc2-c2ccc(OC)cc2)cc1|16|-0.186812|-0.088375|0.0984375|-0.195938|-0.087125|0.108813|-0.170187|-0.110438|0.05975|-0.228688|-0.0645625|0.164125
269|COc1c2ccsc2c(OC)c2cc(c3ccc(c4sc(c5cccs5)c5c4C(=O)N(C)C5=O)s3)sc12|COc1c2ccsc2c(OC)c2cc(-c3ccc(-c4sc(-c5cccs5)c5c4C(=O)N(C)C5=O)s3)sc21|InChI=1S/C27H17NO4S5/c1-28-26(29)18-19(27(28)30)25(37-24(18)15-5-4-9-33-15)16-7-6-14(35-16)17-11-13-21(32-3)22-12(8-10-34-22)20(31-2)23(13)36-17/h4-11H,1-3H3|10.1002/adfm.201001771,KKTIQUFMDLAPEE-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.49,-3.7,1.79,1.84,0.95,0.76,2.9,43.0|COc1c2ccsc2c(OC)c2cc(-c3ccc(-c4sc(-c5cccs5)c5c4C(=O)N(C)C5=O)s3)sc21|15|-0.1946|-0.0988|0.0958|-0.204067|-0.0978|0.106267|-0.1768|-0.118733|0.0580667|-0.2356|-0.0754|0.1602
270|CC1(C)c2ccsc2c2cc3c(cc12)c1sc(c2ccc(c4nnc(c5cccs5)nn4)s2)cc1C3(C)C|CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2ccc(-c4nnc(-c5cccs5)nn4)s2)cc1C3(C)C|InChI=1S/C30H22N4S4/c1-29(2)17-9-11-36-25(17)15-12-19-16(13-18(15)29)26-20(30(19,3)4)14-24(38-26)21-7-8-23(37-21)28-33-31-27(32-34-28)22-6-5-10-35-22/h5-14H,1-4H3|10.1021/cm2019586,VOKOONNEZACTOY-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.22,-2.97,2.25,1.82,3.04,0.9,8.85,38.1|CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2ccc(-c4nnc(-c5cccs5)nn4)s2)cc1C3(C)C|4|-0.189|-0.099|0.09|-0.198|-0.098|0.1|-0.175|-0.12625|0.04875|-0.229|-0.075|0.154
271|C[Si]1(C)c2ccsc2c2sc(c3cccc4nsnc34)cc12|C[Si]1(C)c2ccsc2-c2sc(-c3cccc4nsnc43)cc21|InChI=1S/C16H12N2S3Si/c1-22(2)12-6-7-19-15(12)16-13(22)8-11(20-16)9-4-3-5-10-14(9)18-21-17-10/h3-8H,1-2H3|10.1038/nchem.403,MNYSRSPUXDLTPW-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.33,-3.6,1.7,1.37,5.9,0.57,17.3,61.0|C[Si]1(C)c2ccsc2-c2sc(-c3cccc4nsnc43)cc21|1|-0.194|-0.099|0.095|-0.204|-0.098|0.106|-0.178|-0.121|0.057|-0.236|-0.073|0.163
272|Cc1csc(c2ccc(c3cc(C)c(c4cc5c(s4)c(c4ccc(C)s4)c4ccsc4c5c4ccc(C)s4)s3)c3nsnc23)c1|Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(s4)c(-c4ccc(C)s4)c4ccsc4c5-c4ccc(C)s4)s3)c3nsnc32)c1|InChI=1S/C36H24N2S7/c1-17-13-27(40-16-17)21-7-8-22(33-32(21)37-45-38-33)28-14-18(2)34(43-28)29-15-24-31(26-10-6-20(4)42-26)35-23(11-12-39-35)30(36(24)44-29)25-9-5-19(3)41-25/h5-16H,1-4H3|10.1021/ar5000743,ANJMWEOIQJOAKX-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.14,-3.22,1.92,1.63,2.34,0.82,5.78,49.5|Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(s4)c(-c4ccc(C)s4)c4ccsc4c5-c4ccc(C)s4)s3)c3nsnc32)c1|18|-0.184444|-0.105611|0.0788333|-0.193667|-0.105389|0.0882778|-0.168444|-0.125556|0.0428889|-0.224556|-0.0827222|0.141833
273|Cc1csc(c2cccc3nsnc23)c1C|Cc1csc(-c2cccc3nsnc32)c1C|InChI=1S/C12H10N2S2/c1-7-6-15-12(8(7)2)9-4-3-5-10-11(9)14-16-13-10/h3-6H,1-2H3|nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan|nan|1|-0.216|-0.096|0.12|-0.226|-0.094|0.132|-0.195|-0.119|0.076|-0.262|-0.066|0.196
274|Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3c3cc4c(cc23)c2sc(c3ccc(c5cccs5)s3)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1|Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3ccc(-c5cccs5)s3)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1|InChI=1S/C52H38S4/c1-31-7-15-35(16-8-31)51(36-17-9-32(2)10-18-36)41-25-27-54-49(41)39-28-43-40(29-42(39)51)50-44(30-48(56-50)47-24-23-46(55-47)45-6-5-26-53-45)52(43,37-19-11-33(3)12-20-37)38-21-13-34(4)14-22-38/h5-30H,1-4H3|10.1021/ar900061z,ZXMPEKZEFIBMLZ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.18,-3.07,2.11,2.11,2.71,0.79,7.0,49.0|Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3ccc(-c5cccs5)s3)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1|15|-0.179133|-0.0766667|0.102467|-0.1884|-0.0755333|0.112867|-0.163533|-0.0982667|0.0652667|-0.220267|-0.0518|0.168467
275|COc1c2ccsc2c(OC)c2c1sc(c1sc(c3sc(c4nc(C)c(c5cc(C)cs5)s4)nc3C)cc1C)c2|COc1c2ccsc2c(OC)c2c1=S=C(c1sc(-c3sc(-c4nc(C)c(-c5cc(C)cs5)s4)nc3C)cc1C)C=2|InChI=1S/C30H24N2O2S6/c1-13-9-19(36-12-13)25-15(3)31-29(39-25)30-32-16(4)26(40-30)20-10-14(2)24(37-20)21-11-18-23(34-6)27-17(7-8-35-27)22(33-5)28(18)38-21/h7-12H,1-6H3|10.1002/adma.201200721,RQPBIJDNDCCEIJ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.48,-2.92,2.56,1.94,2.54,0.82,6.64,46.6|COc1c2ccsc2c(OC)c2c1=S=C(c1sc(-c3sc(-c4nc(C)c(-c5cc(C)cs5)s4)nc3C)cc1C)C=2|13|-0.185|-0.0925385|0.0924615|-0.194385|-0.0918462|0.102538|-0.168077|-0.112231|0.0558462|-0.225923|-0.0686923|0.157231
276|CN1c2ccccc2Sc2cc(C=Cc3ccsc3c3cccs3)ccc12|CN1c2ccccc2Sc2cc(C=Cc3ccsc3-c3cccs3)ccc21|InChI=1S/C23H17NS3/c1-24-18-5-2-3-6-20(18)27-22-15-16(9-11-19(22)24)8-10-17-12-14-26-23(17)21-7-4-13-25-21/h2-15H,1H3/b10-8+|10.1021/jp803187u,NRLSYRUAQJFJBD-JQIJEIRASA-N,polymer,bulk,PC61BM,-4.99,-2.99,2.0,nan,1.0,0.73,4.03,34.0|CN1c2ccccc2Sc2cc(C=Cc3ccsc3-c3cccs3)ccc21|13|-0.183077|-0.0653846|0.117692|-0.192462|-0.0638462|0.128615|-0.163615|-0.0896154|0.074|-0.225923|-0.0380769|0.187846
277|Cn1c(=O)c2c(c3ccc(C=Cc4ccc(C(F)(F)F)cc4)s3)n(C)c(=O)c2c1c1ccc(C=Cc2ccc(C(F)(F)F)cc2)s1|CN1C(=O)C2=C(c3ccc(C=Cc4ccc(C(F)(F)F)cc4)s3)N(C)C(=O)C2=C1c1ccc(C=Cc2ccc(C(F)(F)F)cc2)s1|InChI=1S/C34H22F6N2O2S2/c1-41-29(25-17-15-23(45-25)13-7-19-3-9-21(10-4-19)33(35,36)37)27-28(31(41)43)30(42(2)32(27)44)26-18-16-24(46-26)14-8-20-5-11-22(12-6-20)34(38,39)40/h3-18H,1-2H3/b13-7+,14-8+|10.1039/c1ee01544c,JNTVLJYIQLPEEZ-GJHDBBOXSA-N,molecule,bilayer,C60,-5.13,-3.46,1.67,1.65,3.4,0.86,5.26,43.0|CN1C(=O)C2=C(c3ccc(C=Cc4ccc(C(F)(F)F)cc4)s3)N(C)C(=O)C2=C1c1ccc(C=Cc2ccc(C(F)(F)F)cc2)s1|17|-0.188941|-0.119529|0.0694118|-0.197|-0.119176|0.0778235|-0.174588|-0.137588|0.037|-0.226|-0.0990588|0.126941
278|Cc1ccsc1C1=NC2SC(=NC2S1)c1sc(c2cc3c(s2)c2sccc2[Si]3(C)C)cc1C|Cc1ccsc1C1=NC2SC(c3sc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)cc3C)=NC2S1|InChI=1S/C24H20N2S6Si/c1-11-5-7-27-17(11)21-25-23-24(31-21)26-22(32-23)18-12(2)9-13(29-18)14-10-16-20(30-14)19-15(6-8-28-19)33(16,3)4/h5-10,23-24H,1-4H3|10.1002/adma.201200721,BUOLASIYYCPRJJ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.185,-3.16,2.025,1.8,5.59,0.77,11.9,61.0|Cc1ccsc1C1=NC2SC(c3sc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)cc3C)=NC2S1|16|-0.192375|-0.08375|0.108625|-0.202312|-0.0825|0.119812|-0.175187|-0.105438|0.06975|-0.234625|-0.057875|0.17675
279|C(=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)c1ccc(N(c2ccccc2)c2ccccc2)cc1|C(=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc21)c1ccc(N(c2ccccc2)c2ccccc2)cc1|InChI=1S/C46H34N4S/c1-5-13-39(14-6-1)49(40-15-7-2-8-16-40)43-31-23-35(24-32-43)21-27-37-29-30-38(46-45(37)47-51-48-46)28-22-36-25-33-44(34-26-36)50(41-17-9-3-10-18-41)42-19-11-4-12-20-42/h1-34H/b27-21+,28-22+|10.1039/B908802D,VIGCQTBKIXJJHG-GPAWKIAZSA-N,molecule,bulk,PC61BM,nan,nan,nan,nan,0.35,0.84,1.25,34.0|C(=Cc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc21)c1ccc(N(c2ccccc2)c2ccccc2)cc1|16|-0.177|-0.099125|0.077875|-0.185688|-0.0985|0.0871875|-0.160813|-0.118062|0.04275|-0.217313|-0.0766875|0.140625
280|COc1c2cc(c3cc(C=Cc4sc(c5ccc(c6cc(C)cs6)c6nsnc56)cc4C)cs3)sc2c(OC)c2ccsc12|COc1c2cc(-c3cc(C=Cc4sc(-c5ccc(-c6cc(C)cs6)c6nsnc65)cc4C)cs3)sc2c(OC)c2ccsc21|InChI=1S/C34H24N2O2S6/c1-17-11-25(40-15-17)20-6-7-21(30-29(20)35-44-36-30)26-12-18(2)24(42-26)8-5-19-13-27(41-16-19)28-14-23-32(38-4)33-22(9-10-39-33)31(37-3)34(23)43-28/h5-16H,1-4H3/b8-5+|10.1039/C1CC12851E,ZCUFQCSDTXUSAD-AZPGRJICSA-N,polymer,bulk,PC71BM,-5.56,-3.63,1.93,nan,4.32,0.84,10.59,49.0|COc1c2cc(-c3cc(C=Cc4sc(-c5ccc(-c6cc(C)cs6)c6nsnc65)cc4C)cs3)sc2c(OC)c2ccsc21|17|-0.185765|-0.105235|0.0805294|-0.194941|-0.104824|0.0901176|-0.169765|-0.125176|0.0445882|-0.226|-0.0817647|0.144235
281|N#CC(=Cc1sc(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2c1OCCO2)C(=O)O|N#CC(=Cc1sc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2c1OCCO2)C(=O)O|InChI=1S/C28H20N2O4S/c29-18-20(28(31)32)17-24-25-26(34-16-15-33-25)27(35-24)19-11-13-23(14-12-19)30(21-7-3-1-4-8-21)22-9-5-2-6-10-22/h1-14,17H,15-16H2,(H,31,32)/b20-17+|10.1039/B908802D,VJROEWRBJLOOCA-LVZFUZTISA-N,molecule,DSSC,TiO2,nan,nan,nan,nan,7.3,0.69,15.5,68.3|N#CC(=Cc1sc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2c1OCCO2)C(=O)O|8|-0.194625|-0.09725|0.097375|-0.203375|-0.09575|0.107625|-0.176|-0.1165|0.0595|-0.235375|-0.07325|0.162125
282|CC1(C)c2ccsc2c2sc(c3ccc(c4nc5sc(c6cccs6)nc5s4)s3)cc12|CC1(C)c2ccsc2-c2sc(-c3ccc(-c4nc5sc(-c6cccs6)nc5s4)s3)cc21|InChI=1S/C23H14N2S6/c1-23(2)11-7-9-27-17(11)18-12(23)10-16(29-18)13-5-6-15(28-13)20-25-22-21(31-20)24-19(30-22)14-4-3-8-26-14/h3-10H,1-2H3|10.1002/adma.201200721,NJRLHLKTLARZBZ-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.06,-3.46,1.6,1.79,2.23,0.692,7.14,45.0|CC1(C)c2ccsc2-c2sc(-c3ccc(-c4nc5sc(-c6cccs6)nc5s4)s3)cc21|16|-0.184813|-0.0935625|0.09125|-0.194062|-0.09325|0.100813|-0.169563|-0.11375|0.0558125|-0.225688|-0.0705625|0.155125
283|Cc1cc2c3cc(C)sc3c3nc4c(c5ccc(c6ccc7c8ccccc8n(C)c7c6)s5)ccc(c5cccs5)c4nc3c2s1|Cc1cc2c3cc(C)sc3c3nc4c(-c5ccc(-c6ccc7c8ccccc8n(C)c7c6)s5)ccc(-c5cccs5)c4nc3c2s1|InChI=1S/C39H25N3S4/c1-20-17-27-28-18-21(2)45-39(28)37-36(38(27)44-20)40-34-25(32-9-6-16-43-32)12-13-26(35(34)41-37)33-15-14-31(46-33)22-10-11-24-23-7-4-5-8-29(23)42(3)30(24)19-22/h4-19H,1-3H3|10.1021/ma1027164,PIXIDKPFMHTGSB-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.17,-3.51,1.66,nan,3.0,0.75,6.4,54.0|Cc1cc2c3cc(C)sc3c3nc4c(-c5ccc(-c6ccc7c8ccccc8n(C)c7c6)s5)ccc(-c5cccs5)c4nc3c2s1|13|-0.184692|-0.100846|0.0838462|-0.194|-0.100385|0.0936154|-0.168923|-0.121385|0.0475385|-0.226|-0.0783846|0.147615
284|C=Cc1cc(OC)c(C=Cc2cc(C=C(C#N)c3ccc([N+](=O)[O-])cc3)ccc2C=C(C#N)c2ccc([N+](=O)[O-])cc2)cc1OC|C=Cc1cc(OC)c(C=Cc2cc(C=C(C#N)c3ccc([N+](=O)[O-])cc3)ccc2C=C(C#N)c2ccc([N+](=O)[O-])cc2)cc1OC|InChI=1S/C36H26N4O6/c1-4-25-20-36(46-3)30(21-35(25)45-2)8-7-28-17-24(18-31(22-37)26-9-13-33(14-10-26)39(41)42)5-6-29(28)19-32(23-38)27-11-15-34(16-12-27)40(43)44/h4-21H,1H2,2-3H3/b8-7+,31-18+,32-19+|10.1021/ma100943t,QTRLHXBHNFQDEI-JJRGDJCYSA-N,polymer,bulk,PC61BM,-5.3,-3.6,1.7,1.64,3.35,0.92,7.0,53.0|C=Cc1cc(OC)c(C=Cc2cc(C=C(C#N)c3ccc([N+](=O)[O-])cc3)ccc2C=C(C#N)c2ccc([N+](=O)[O-])cc2)cc1OC|20|-0.2108|-0.13255|0.07825|-0.21915|-0.13115|0.088|-0.191|-0.1532|0.0378|-0.253|-0.1075|0.1455
285|Cc1ccc(c2nc3cccc(c4ccc(c5ccc6c(c5)C(C)(C)c5cc(c7cccs7)ccc65)s4)c3nc2c2ccc(C)s2)s1|Cc1ccc(-c2nc3cccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5cc(-c7cccs7)ccc5-6)s4)c3nc2-c2ccc(C)s2)s1|InChI=1S/C41H30N2S4/c1-23-10-16-36(45-23)39-40(37-17-11-24(2)46-37)43-38-29(7-5-8-32(38)42-39)35-19-18-34(47-35)26-13-15-28-27-14-12-25(33-9-6-20-44-33)21-30(27)41(3,4)31(28)22-26/h5-22H,1-4H3|10.1021/ma1027164,FIHNDERZLYEOSE-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.26,-3.4,1.86,nan,4.4,0.9,7.4,59.0|Cc1ccc(-c2nc3cccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5cc(-c7cccs7)ccc5-6)s4)c3nc2-c2ccc(C)s2)s1|16|-0.190375|-0.08775|0.102625|-0.199562|-0.0863125|0.11325|-0.174062|-0.111|0.0630625|-0.2325|-0.0618125|0.170687
286|COc1ccc(C#Cc2ccc(c3ccc(c4ccc(C#Cc5ccc(OC)c(OC)c5)s4)c4nsnc34)s2)cc1OC|COc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OC)c(OC)c5)s4)c4nsnc43)s2)cc1OC|InChI=1S/C34H24N2O4S3/c1-37-27-15-7-21(19-29(27)39-3)5-9-23-11-17-31(41-23)25-13-14-26(34-33(25)35-43-36-34)32-18-12-24(42-32)10-6-22-8-16-28(38-2)30(20-22)40-4/h7-8,11-20H,1-4H3|10.1016/j.solmat.2010.07.017,CEXIAXODYIAEJE-UHFFFAOYSA-N,molecule,bulk,PC61BM,-5.37,-3.45,1.92,1.9,0.66,0.88,2.2,34.0|COc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OC)c(OC)c5)s4)c4nsnc43)s2)cc1OC|15|-0.187667|-0.1096|0.0780667|-0.1968|-0.109467|0.0873333|-0.171533|-0.1282|0.0433333|-0.2282|-0.0882667|0.139933
287|N#CC(=Cc1ccc(C(=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)C#N)s1)C(=O)O|N#CC(=Cc1ccc(C(C#N)=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O|InChI=1S/C29H19N3O2S/c30-19-22(28-16-15-27(35-28)18-23(20-31)29(33)34)17-21-11-13-26(14-12-21)32(24-7-3-1-4-8-24)25-9-5-2-6-10-25/h1-18H,(H,33,34)/b22-17+,23-18+|10.1039/B908802D,VVOPZXKTKHCKQA-SKWBHROBSA-N,molecule,DSSC,TiO2,nan,nan,nan,nan,4.28,0.59,11.4,64.0|N#CC(=Cc1ccc(C(C#N)=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O|15|-0.2062|-0.1156|0.0906|-0.2148|-0.114533|0.100267|-0.188667|-0.134733|0.0539333|-0.245667|-0.0920667|0.1536
288|CC1(C)c2cc(C=C(C#N)C#N)sc2c2sc(C=C(C#N)C#N)cc12|CC1(C)c2cc(C=C(C#N)C#N)sc2-c2sc(C=C(C#N)C#N)cc21|InChI=1S/C19H10N4S2/c1-19(2)15-5-13(3-11(7-20)8-21)24-17(15)18-16(19)6-14(25-18)4-12(9-22)10-23/h3-6H,1-2H3|10.1016/j.solmat.2010.08.032,JSIZGIMYOQYTSX-UHFFFAOYSA-N,molecule,bulk,C60,nan,nan,nan,1.9,0.0005,0.623,0.036,24.0|CC1(C)c2cc(C=C(C#N)C#N)sc2-c2sc(C=C(C#N)C#N)cc21|4|-0.239|-0.149|0.09|-0.248|-0.149|0.099|-0.222|-0.16725|0.05475|-0.277|-0.1255|0.1515
289|COc1c2ccsc2c(OC)c2cc(c3cc(C)c(c4nc5sc(c6sccc6C)nc5s4)s3)sc12|COc1c2ccsc2c(OC)c2cc(-c3cc(C)c(-c4nc5sc(-c6sccc6C)nc5s4)s3)sc21|InChI=1S/C26H18N2O2S6/c1-11-5-7-31-19(11)23-27-25-26(35-23)28-24(36-25)20-12(2)9-15(33-20)16-10-14-18(30-4)21-13(6-8-32-21)17(29-3)22(14)34-16/h5-10H,1-4H3|10.1002/adma.201200721,LKPKQKJVFNCKRM-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.3,-2.8,2.5,1.99,2.72,0.76,6.32,56.7|COc1c2ccsc2c(OC)c2cc(-c3cc(C)c(-c4nc5sc(-c6sccc6C)nc5s4)s3)sc21|17|-0.189882|-0.094|0.0958824|-0.199529|-0.093|0.106529|-0.173|-0.114|0.059|-0.231|-0.071|0.16
